日志文件已创建：./logs/ssram_to_digtime+timing_ctrl+array_128_32_8t_1_concat_relu_0.3.txt
============= PID = 22608 ============= 
参数配置:
  seed: 42
  train_dataset: ssram
  test_dataset: digtime+timing_ctrl+array_128_32_8t
  task: regression
  max_dist: 350
  num_workers: 4
  gpu: 3
  epochs: 200
  batch_size: 32
  lr: 5e-05
  num_gnn_layers: 4
  num_head_layers: 2
  hid_dim: 64
  dropout: 0.3
  use_bn: 1
  act_fn: relu
  src_dst_agg: concat
  num_hops: 4
  to_undirected: 1
  train_sample_rate: 0.1
  test_sample_rate: 1.0
  use_ensemble: 0
  num_ensemble: 3
  ensemble_thresholds: 0.33,0.66
SealSramDataset includes ['ssram'] circuits
load processed ssram, len(data_list)=17541, data_offset=0 
PID = 22608
Building dataset ssram took 00:00:00.03
Dataloader: Loading success.
SealSramDataset includes ['digtime', 'timing_ctrl', 'array_128_32_8t'] circuits
load processed digtime, len(data_list)=2814, data_offset=0 
load processed timing_ctrl, len(data_list)=3333, data_offset=1 
load processed array_128_32_8t, len(data_list)=73569, data_offset=2 
PID = 22608
Building dataset digtime+timing_ctrl+array_128_32_8t took 00:00:00.05
Dataloader: Loading success.
normalizing node_attr 0: tensor([[8.0000e+02, 5.1200e+02, 8.2400e+02, 7.9200e+02, 4.4080e-04, 1.5360e-05,
         1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00,
         1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00]]) ...
normalizing node_attr 1: tensor([[1.0000e+00, 2.7000e-06, 3.0000e-07, 2.0265e-13, 5.5933e-06, 1.0000e+00,
         1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00,
         1.0000e+00, 1.0000e+00, 4.0000e+00, 2.0000e+00, 1.0000e+00]]) ...
normalizing node_attr 0: tensor([[5.1200e+02, 7.2000e+01, 5.1200e+02, 1.0000e+00, 6.1440e-05, 2.2400e-06,
         1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00,
         1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00]]) ...
normalizing node_attr 1: tensor([[1.0000e+00, 2.4000e-06, 5.0000e-08, 1.8032e-13, 4.9933e-06, 1.0000e+00,
         1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00,
         1.0000e+00, 1.0000e+00, 4.0000e+00, 2.0000e+00, 1.0000e+00]]) ...
Train {'loss': 0.0979, 'mae': 0.2475, 'mse': 0.0979, 'rmse': 0.0979, 'r2': -3.459}
Val {'loss': 0.0495, 'mae': 0.1809, 'mse': 0.0495, 'rmse': 0.0495, 'r2': -1.3278}
Test_digtime {'loss': 0.0512, 'mae': 0.1868, 'mse': 0.0512, 'rmse': 0.0512, 'r2': -1.3617}
Test_timing_ctrl {'loss': 0.0811, 'mae': 0.2196, 'mse': 0.0811, 'rmse': 0.0811, 'r2': -1.5609}
Test_array_128_32_8t {'loss': 0.0472, 'mae': 0.173, 'mse': 0.0472, 'rmse': 0.0472, 'r2': -1.3457}
Train {'loss': 0.0457, 'mae': 0.1695, 'mse': 0.0457, 'rmse': 0.0457, 'r2': -1.0808}
Val {'loss': 0.0355, 'mae': 0.1573, 'mse': 0.0355, 'rmse': 0.0355, 'r2': -0.6713}
Test_digtime {'loss': 0.0406, 'mae': 0.1714, 'mse': 0.0406, 'rmse': 0.0406, 'r2': -0.8706}
Test_timing_ctrl {'loss': 0.0592, 'mae': 0.1962, 'mse': 0.0592, 'rmse': 0.0592, 'r2': -0.8714}
Test_array_128_32_8t {'loss': 0.032, 'mae': 0.146, 'mse': 0.032, 'rmse': 0.032, 'r2': -0.5884}
Train {'loss': 0.0373, 'mae': 0.1524, 'mse': 0.0373, 'rmse': 0.0373, 'r2': -0.6983}
Val {'loss': 0.0471, 'mae': 0.1854, 'mse': 0.0471, 'rmse': 0.0471, 'r2': -1.2168}
Train {'loss': 0.0324, 'mae': 0.1419, 'mse': 0.0324, 'rmse': 0.0324, 'r2': -0.4756}
Val {'loss': 0.0479, 'mae': 0.188, 'mse': 0.0479, 'rmse': 0.0479, 'r2': -1.2525}
Train {'loss': 0.0295, 'mae': 0.1349, 'mse': 0.0295, 'rmse': 0.0295, 'r2': -0.3438}
Val {'loss': 0.0383, 'mae': 0.1713, 'mse': 0.0383, 'rmse': 0.0383, 'r2': -0.8033}
Train {'loss': 0.0263, 'mae': 0.1275, 'mse': 0.0263, 'rmse': 0.0263, 'r2': -0.1985}
Val {'loss': 0.0315, 'mae': 0.1523, 'mse': 0.0315, 'rmse': 0.0315, 'r2': -0.4843}
Test_digtime {'loss': 0.0353, 'mae': 0.1563, 'mse': 0.0353, 'rmse': 0.0353, 'r2': -0.6258}
Test_timing_ctrl {'loss': 0.0492, 'mae': 0.2005, 'mse': 0.0492, 'rmse': 0.0492, 'r2': -0.5553}
Test_array_128_32_8t {'loss': 0.0245, 'mae': 0.1372, 'mse': 0.0245, 'rmse': 0.0245, 'r2': -0.2163}
Train {'loss': 0.0251, 'mae': 0.1237, 'mse': 0.0251, 'rmse': 0.0251, 'r2': -0.1427}
Val {'loss': 0.0341, 'mae': 0.1604, 'mse': 0.0341, 'rmse': 0.0341, 'r2': -0.6049}
Train {'loss': 0.023, 'mae': 0.1181, 'mse': 0.023, 'rmse': 0.023, 'r2': -0.0492}
Val {'loss': 0.0329, 'mae': 0.1511, 'mse': 0.0329, 'rmse': 0.0329, 'r2': -0.5503}
Train {'loss': 0.0216, 'mae': 0.1142, 'mse': 0.0216, 'rmse': 0.0216, 'r2': 0.0171}
Val {'loss': 0.0373, 'mae': 0.1568, 'mse': 0.0373, 'rmse': 0.0373, 'r2': -0.7537}
Train {'loss': 0.0203, 'mae': 0.1102, 'mse': 0.0203, 'rmse': 0.0203, 'r2': 0.0759}
Val {'loss': 0.0329, 'mae': 0.1559, 'mse': 0.0329, 'rmse': 0.0329, 'r2': -0.547}
Train {'loss': 0.0194, 'mae': 0.1079, 'mse': 0.0194, 'rmse': 0.0194, 'r2': 0.1171}
Val {'loss': 0.0327, 'mae': 0.1581, 'mse': 0.0327, 'rmse': 0.0327, 'r2': -0.5376}
Train {'loss': 0.019, 'mae': 0.1062, 'mse': 0.019, 'rmse': 0.019, 'r2': 0.1342}
Val {'loss': 0.0272, 'mae': 0.1416, 'mse': 0.0272, 'rmse': 0.0272, 'r2': -0.2791}
Test_digtime {'loss': 0.0249, 'mae': 0.1371, 'mse': 0.0249, 'rmse': 0.0249, 'r2': -0.1498}
Test_timing_ctrl {'loss': 0.0436, 'mae': 0.1951, 'mse': 0.0436, 'rmse': 0.0436, 'r2': -0.376}
Test_array_128_32_8t {'loss': 0.0247, 'mae': 0.136, 'mse': 0.0247, 'rmse': 0.0247, 'r2': -0.2251}
Train {'loss': 0.0185, 'mae': 0.1049, 'mse': 0.0185, 'rmse': 0.0185, 'r2': 0.1574}
Val {'loss': 0.0246, 'mae': 0.1316, 'mse': 0.0246, 'rmse': 0.0246, 'r2': -0.1567}
Test_digtime {'loss': 0.0236, 'mae': 0.1314, 'mse': 0.0236, 'rmse': 0.0236, 'r2': -0.0887}
Test_timing_ctrl {'loss': 0.0397, 'mae': 0.1861, 'mse': 0.0397, 'rmse': 0.0397, 'r2': -0.2527}
Test_array_128_32_8t {'loss': 0.0222, 'mae': 0.1248, 'mse': 0.0222, 'rmse': 0.0222, 'r2': -0.1018}
Train {'loss': 0.0176, 'mae': 0.1016, 'mse': 0.0176, 'rmse': 0.0176, 'r2': 0.198}
Val {'loss': 0.022, 'mae': 0.124, 'mse': 0.022, 'rmse': 0.022, 'r2': -0.0341}
Test_digtime {'loss': 0.0212, 'mae': 0.1238, 'mse': 0.0212, 'rmse': 0.0212, 'r2': 0.0245}
Test_timing_ctrl {'loss': 0.0369, 'mae': 0.1796, 'mse': 0.0369, 'rmse': 0.0369, 'r2': -0.1653}
Test_array_128_32_8t {'loss': 0.0197, 'mae': 0.1173, 'mse': 0.0197, 'rmse': 0.0197, 'r2': 0.0197}
Train {'loss': 0.0172, 'mae': 0.1004, 'mse': 0.0172, 'rmse': 0.0172, 'r2': 0.2164}
Val {'loss': 0.028, 'mae': 0.1429, 'mse': 0.028, 'rmse': 0.028, 'r2': -0.3194}
Train {'loss': 0.0171, 'mae': 0.1, 'mse': 0.0171, 'rmse': 0.0171, 'r2': 0.2229}
Val {'loss': 0.022, 'mae': 0.1209, 'mse': 0.022, 'rmse': 0.022, 'r2': -0.0345}
Train {'loss': 0.0168, 'mae': 0.0987, 'mse': 0.0168, 'rmse': 0.0168, 'r2': 0.2346}
Val {'loss': 0.0282, 'mae': 0.1444, 'mse': 0.0282, 'rmse': 0.0282, 'r2': -0.3274}
Train {'loss': 0.0165, 'mae': 0.0978, 'mse': 0.0165, 'rmse': 0.0165, 'r2': 0.2485}
Val {'loss': 0.0196, 'mae': 0.116, 'mse': 0.0196, 'rmse': 0.0196, 'r2': 0.078}
Test_digtime {'loss': 0.0196, 'mae': 0.1181, 'mse': 0.0196, 'rmse': 0.0196, 'r2': 0.0956}
Test_timing_ctrl {'loss': 0.0352, 'mae': 0.176, 'mse': 0.0352, 'rmse': 0.0352, 'r2': -0.1128}
Test_array_128_32_8t {'loss': 0.0178, 'mae': 0.1103, 'mse': 0.0178, 'rmse': 0.0178, 'r2': 0.1175}
Train {'loss': 0.0165, 'mae': 0.0974, 'mse': 0.0165, 'rmse': 0.0165, 'r2': 0.2509}
Val {'loss': 0.0206, 'mae': 0.1209, 'mse': 0.0206, 'rmse': 0.0206, 'r2': 0.0289}
Train {'loss': 0.0162, 'mae': 0.0963, 'mse': 0.0162, 'rmse': 0.0162, 'r2': 0.2644}
Val {'loss': 0.0226, 'mae': 0.128, 'mse': 0.0226, 'rmse': 0.0226, 'r2': -0.064}
Train {'loss': 0.0159, 'mae': 0.0953, 'mse': 0.0159, 'rmse': 0.0159, 'r2': 0.278}
Val {'loss': 0.0197, 'mae': 0.1148, 'mse': 0.0197, 'rmse': 0.0197, 'r2': 0.0711}
Train {'loss': 0.0158, 'mae': 0.095, 'mse': 0.0158, 'rmse': 0.0158, 'r2': 0.2815}
Val {'loss': 0.0208, 'mae': 0.1211, 'mse': 0.0208, 'rmse': 0.0208, 'r2': 0.0222}
Train {'loss': 0.0155, 'mae': 0.0945, 'mse': 0.0155, 'rmse': 0.0155, 'r2': 0.2927}
Val {'loss': 0.0192, 'mae': 0.1148, 'mse': 0.0192, 'rmse': 0.0192, 'r2': 0.0984}
Test_digtime {'loss': 0.0199, 'mae': 0.1191, 'mse': 0.0199, 'rmse': 0.0199, 'r2': 0.0807}
Test_timing_ctrl {'loss': 0.0354, 'mae': 0.1764, 'mse': 0.0354, 'rmse': 0.0354, 'r2': -0.1182}
Test_array_128_32_8t {'loss': 0.0174, 'mae': 0.1092, 'mse': 0.0174, 'rmse': 0.0174, 'r2': 0.1333}
Train {'loss': 0.0157, 'mae': 0.0946, 'mse': 0.0157, 'rmse': 0.0157, 'r2': 0.2867}
Val {'loss': 0.0197, 'mae': 0.1174, 'mse': 0.0197, 'rmse': 0.0197, 'r2': 0.0705}
Train {'loss': 0.0155, 'mae': 0.0941, 'mse': 0.0155, 'rmse': 0.0155, 'r2': 0.2949}
Val {'loss': 0.0196, 'mae': 0.115, 'mse': 0.0196, 'rmse': 0.0196, 'r2': 0.0788}
Train {'loss': 0.0154, 'mae': 0.0935, 'mse': 0.0154, 'rmse': 0.0154, 'r2': 0.3}
Val {'loss': 0.0182, 'mae': 0.1091, 'mse': 0.0182, 'rmse': 0.0182, 'r2': 0.1439}
Test_digtime {'loss': 0.0191, 'mae': 0.1148, 'mse': 0.0191, 'rmse': 0.0191, 'r2': 0.1203}
Test_timing_ctrl {'loss': 0.0328, 'mae': 0.1696, 'mse': 0.0328, 'rmse': 0.0328, 'r2': -0.0354}
Test_array_128_32_8t {'loss': 0.0165, 'mae': 0.1029, 'mse': 0.0165, 'rmse': 0.0165, 'r2': 0.1791}
Train {'loss': 0.0153, 'mae': 0.0931, 'mse': 0.0153, 'rmse': 0.0153, 'r2': 0.3048}
Val {'loss': 0.0176, 'mae': 0.1066, 'mse': 0.0176, 'rmse': 0.0176, 'r2': 0.1729}
Test_digtime {'loss': 0.0187, 'mae': 0.1134, 'mse': 0.0187, 'rmse': 0.0187, 'r2': 0.1366}
Test_timing_ctrl {'loss': 0.0319, 'mae': 0.1673, 'mse': 0.0319, 'rmse': 0.0319, 'r2': -0.0092}
Test_array_128_32_8t {'loss': 0.0159, 'mae': 0.1003, 'mse': 0.0159, 'rmse': 0.0159, 'r2': 0.2085}
Train {'loss': 0.0153, 'mae': 0.0933, 'mse': 0.0153, 'rmse': 0.0153, 'r2': 0.3017}
Val {'loss': 0.018, 'mae': 0.1101, 'mse': 0.018, 'rmse': 0.018, 'r2': 0.1528}
Train {'loss': 0.0152, 'mae': 0.0925, 'mse': 0.0152, 'rmse': 0.0152, 'r2': 0.3103}
Val {'loss': 0.0174, 'mae': 0.1048, 'mse': 0.0174, 'rmse': 0.0174, 'r2': 0.1822}
Test_digtime {'loss': 0.0186, 'mae': 0.1126, 'mse': 0.0186, 'rmse': 0.0186, 'r2': 0.144}
Test_timing_ctrl {'loss': 0.0306, 'mae': 0.1635, 'mse': 0.0306, 'rmse': 0.0306, 'r2': 0.0331}
Test_array_128_32_8t {'loss': 0.0158, 'mae': 0.0989, 'mse': 0.0158, 'rmse': 0.0158, 'r2': 0.2158}
Train {'loss': 0.0151, 'mae': 0.0922, 'mse': 0.0151, 'rmse': 0.0151, 'r2': 0.3115}
Val {'loss': 0.017, 'mae': 0.1056, 'mse': 0.017, 'rmse': 0.017, 'r2': 0.1975}
Test_digtime {'loss': 0.018, 'mae': 0.111, 'mse': 0.018, 'rmse': 0.018, 'r2': 0.1704}
Test_timing_ctrl {'loss': 0.0319, 'mae': 0.1669, 'mse': 0.0319, 'rmse': 0.0319, 'r2': -0.0079}
Test_array_128_32_8t {'loss': 0.0156, 'mae': 0.0999, 'mse': 0.0156, 'rmse': 0.0156, 'r2': 0.2262}
Train {'loss': 0.015, 'mae': 0.0921, 'mse': 0.015, 'rmse': 0.015, 'r2': 0.3155}
Val {'loss': 0.0167, 'mae': 0.1045, 'mse': 0.0167, 'rmse': 0.0167, 'r2': 0.2144}
Test_digtime {'loss': 0.0176, 'mae': 0.1097, 'mse': 0.0176, 'rmse': 0.0176, 'r2': 0.1885}
Test_timing_ctrl {'loss': 0.0317, 'mae': 0.166, 'mse': 0.0317, 'rmse': 0.0317, 'r2': -0.0013}
Test_array_128_32_8t {'loss': 0.0152, 'mae': 0.099, 'mse': 0.0152, 'rmse': 0.0152, 'r2': 0.2427}
Train {'loss': 0.0149, 'mae': 0.0917, 'mse': 0.0149, 'rmse': 0.0149, 'r2': 0.3214}
Val {'loss': 0.017, 'mae': 0.1047, 'mse': 0.017, 'rmse': 0.017, 'r2': 0.2001}
Train {'loss': 0.0149, 'mae': 0.0913, 'mse': 0.0149, 'rmse': 0.0149, 'r2': 0.3225}
Val {'loss': 0.0164, 'mae': 0.1035, 'mse': 0.0164, 'rmse': 0.0164, 'r2': 0.2273}
Test_digtime {'loss': 0.0174, 'mae': 0.1088, 'mse': 0.0174, 'rmse': 0.0174, 'r2': 0.1991}
Test_timing_ctrl {'loss': 0.0316, 'mae': 0.1652, 'mse': 0.0316, 'rmse': 0.0316, 'r2': 0.0018}
Test_array_128_32_8t {'loss': 0.015, 'mae': 0.0981, 'mse': 0.015, 'rmse': 0.015, 'r2': 0.2542}
Train {'loss': 0.0146, 'mae': 0.0905, 'mse': 0.0146, 'rmse': 0.0146, 'r2': 0.3333}
Val {'loss': 0.0158, 'mae': 0.0999, 'mse': 0.0158, 'rmse': 0.0158, 'r2': 0.2583}
Test_digtime {'loss': 0.0168, 'mae': 0.1056, 'mse': 0.0168, 'rmse': 0.0168, 'r2': 0.2244}
Test_timing_ctrl {'loss': 0.0302, 'mae': 0.1612, 'mse': 0.0302, 'rmse': 0.0302, 'r2': 0.0468}
Test_array_128_32_8t {'loss': 0.0144, 'mae': 0.0943, 'mse': 0.0144, 'rmse': 0.0144, 'r2': 0.2839}
Train {'loss': 0.0147, 'mae': 0.0908, 'mse': 0.0147, 'rmse': 0.0147, 'r2': 0.3291}
Val {'loss': 0.0164, 'mae': 0.1016, 'mse': 0.0164, 'rmse': 0.0164, 'r2': 0.2292}
Train {'loss': 0.0147, 'mae': 0.0909, 'mse': 0.0147, 'rmse': 0.0147, 'r2': 0.33}
Val {'loss': 0.0165, 'mae': 0.1036, 'mse': 0.0165, 'rmse': 0.0165, 'r2': 0.2212}
Train {'loss': 0.0145, 'mae': 0.0902, 'mse': 0.0145, 'rmse': 0.0145, 'r2': 0.3391}
Val {'loss': 0.016, 'mae': 0.1014, 'mse': 0.016, 'rmse': 0.016, 'r2': 0.245}
Train {'loss': 0.0144, 'mae': 0.0897, 'mse': 0.0144, 'rmse': 0.0144, 'r2': 0.3438}
Val {'loss': 0.0169, 'mae': 0.1049, 'mse': 0.0169, 'rmse': 0.0169, 'r2': 0.2053}
Train {'loss': 0.0145, 'mae': 0.0901, 'mse': 0.0145, 'rmse': 0.0145, 'r2': 0.3419}
Val {'loss': 0.016, 'mae': 0.1007, 'mse': 0.016, 'rmse': 0.016, 'r2': 0.247}
Train {'loss': 0.0145, 'mae': 0.0902, 'mse': 0.0145, 'rmse': 0.0145, 'r2': 0.3398}
Val {'loss': 0.0159, 'mae': 0.1, 'mse': 0.0159, 'rmse': 0.0159, 'r2': 0.2516}
Train {'loss': 0.0145, 'mae': 0.0898, 'mse': 0.0145, 'rmse': 0.0145, 'r2': 0.3421}
Val {'loss': 0.0153, 'mae': 0.0958, 'mse': 0.0153, 'rmse': 0.0153, 'r2': 0.2821}
Test_digtime {'loss': 0.0164, 'mae': 0.1034, 'mse': 0.0164, 'rmse': 0.0164, 'r2': 0.242}
